days,hour_frac,tdry,rh,wspd,wspdmax
1,0,-4.5,86.699997,2.4,5.9
1,0.083333333,-4.5,86.699997,2.5,4.7
1,0.166666667,-4.5,86.699997,1.7,4.4
1,0.25,-4.5,86.599998,2.6,5.4
1,0.333333333,-4.6,86.599998,2.4,5.8
1,0.416666667,-4.7,86.400002,1.8,3.7
1,0.5,-4.7,86.5,2.1,4.1
1,0.583333333,-4.8,86.400002,2.2,5.8
1,0.666666667,-4.8,86.199997,2.7,5.9
1,0.75,-5.1,85.800003,2.9,6.9
1,0.833333333,-5.3,85.900002,2.6,5.6
1,0.916666667,-5.3,85.900002,2.1,3.8
1,1,-5.4,86,5.6,11.2
1,1.083333333,-6,83.599998,7.8,12
1,1.166666667,-6.9,82.800003,6.5,10.9
1,1.25,-7.4,83.099998,7.3,10.2
1,1.333333333,-7.9,83.099998,6.6,10
1,1.416666667,-8.3,83.199997,5.5,8
1,1.5,-8.6,83.300003,5.3,7.8
1,1.583333333,-8.7,83.599998,5,7.5
1,1.666666667,-8.7,83.699997,3,5.1
1,1.75,-8.7,83.800003,4.1,6.5
1,1.833333333,-8.8,83.599998,4.5,7.1
1,1.916666667,-9,83.199997,4.4,6.2
1,2,-9.2,83.099998,3.8,5.6
1,2.083333333,-9.3,83.300003,3.3,4.7
1,2.166666667,-9.3,83.400002,3.6,4.9
1,2.25,-9.3,83.400002,3.9,5.9
1,2.333333333,-9.3,83.5,3.5,4.9
1,2.416666667,-9.3,83.5,2.7,3.9
1,2.5,-9.3,83.5,2.9,4.2
1,2.583333333,-9.4,83.099998,2.2,3.1
1,2.666666667,-9.5,83,2,3.2
1,2.75,-9.5,83.400002,1.2,2.3
1,2.833333333,-9.5,83.300003,1.2,1.8
1,2.916666667,-9.5,83.699997,0.7,1.5
1,3,-9.4,83.800003,1,1.8
1,3.083333333,-9.3,83.699997,0.8,1.3
1,3.166666667,-9.3,83.699997,0.7,1.2
1,3.25,-9.4,83.099998,0.8,1.3
1,3.333333333,-9.4,83.5,1.4,2.5
1,3.416666667,-9.4,83.300003,0.8,2.4
1,3.5,-9.3,83.599998,1.2,2.5
1,3.583333333,-9.4,83.199997,0.5,1.3
1,3.666666667,-9.4,83.300003,1.1,2.2
1,3.75,-9.6,82.900002,1.2,2.5
1,3.833333333,-9.6,83.199997,0.8,1.8
1,3.916666667,-9.6,83.199997,1.1,2.5
1,4,-9.7,82.900002,0.9,2.5
1,4.083333333,-9.7,82.900002,1.5,2.5
1,4.166666667,-9.9,82.699997,1,2
1,4.25,-9.9,82.699997,1.3,2.3
1,4.333333333,-10.1,82.400002,1.3,2.6
1,4.416666667,-10.2,82.400002,1.7,2.9
1,4.5,-10.3,82.099998,1.6,2.3
1,4.583333333,-10.5,82.099998,1.7,2.8
1,4.666666667,-10.6,82.099998,1.8,2.5
1,4.75,-10.6,82.400002,1.8,2.6
1,4.833333333,-10.7,82.400002,1.5,2.1
1,4.916666667,-10.7,82.599998,1.2,1.7
1,5,-10.7,82.5,1.3,2.1
1,5.083333333,-10.6,82.599998,2,2.8
1,5.166666667,-10.8,82.199997,1.8,2.8
1,5.25,-10.8,82.300003,1.6,2.7
1,5.333333333,-10.9,82.199997,1.7,2.3
1,5.416666667,-11,82.099998,1.5,2.4
1,5.5,-11,82.400002,1.1,2.2
1,5.583333333,-10.9,82.300003,1.4,2.4
1,5.666666667,-11,82.099998,1.9,2.8
1,5.75,-11.1,82.099998,1.5,2.2
1,5.833333333,-11.1,82.199997,1.2,2
1,5.916666667,-11,82.300003,1.4,2
1,6,-11.1,82.199997,1.5,2.8
1,6.083333333,-11.1,82.199997,2.1,3.4
1,6.166666667,-11.1,82.099998,2.8,3.9
1,6.25,-11.2,82,2.9,4.2
1,6.333333333,-11.3,82,3.3,4.9
1,6.416666667,-11.3,82,2.9,3.9
1,6.5,-11.3,82,3.1,4.2
1,6.583333333,-11.4,81.900002,3.5,4.6
1,6.666666667,-11.5,81.699997,3.5,5.2
1,6.75,-11.6,81.699997,2.5,4.2
1,6.833333333,-11.6,81.800003,3,4.4
1,6.916666667,-11.7,81.800003,2.8,4.6
1,7,-11.7,81.800003,3.1,4.1
1,7.083333333,-11.7,81.800003,2.6,4.3
1,7.166666667,-11.8,81.800003,2.7,4.9
1,7.25,-11.8,81.599998,2.9,4.8
1,7.333333333,-11.9,81.300003,3,4.9
1,7.416666667,-12.2,80.699997,3.3,4.9
1,7.5,-12.6,80.199997,3.2,4.5
1,7.583333333,-12.9,80.199997,2.1,3.6
1,7.666666667,-13,80.300003,2.3,3.5
1,7.75,-13.2,80.099998,2.6,3.5
1,7.833333333,-13.4,80.099998,2.3,3.3
1,7.916666667,-13.5,80.400002,2.3,3.3
1,8,-13.5,80.300003,2.5,4.1
1,8.083333333,-13.6,80.300003,3.1,4.3
1,8.166666667,-13.7,80.199997,3.4,4.6
1,8.25,-13.8,80.199997,3,4.1
1,8.333333333,-13.8,80.199997,3.1,4.2
1,8.416666667,-13.9,80.300003,2.5,3.7
1,8.5,-13.9,80.400002,2.2,3.6
1,8.583333333,-13.9,80.300003,2.4,3.2
1,8.666666667,-14,80.300003,2.4,3.6
1,8.75,-14,80.300003,2.4,3.4
1,8.833333333,-14,80.300003,2.5,3.4
1,8.916666667,-14.1,80.199997,2.2,3.1
1,9,-14.1,80.199997,2.2,3.1
1,9.083333333,-14.1,80.199997,1.9,3.1
1,9.166666667,-14.1,80.300003,2.4,3.2
1,9.25,-14.1,80.300003,2.4,3.5
1,9.333333333,-14.1,80.300003,1.7,3.2
1,9.416666667,-14.1,80.300003,1.8,2.9
1,9.5,-14.1,80,1.9,2.7
1,9.583333333,-14.2,80,1.7,2.5
1,9.666666667,-14.3,80.099998,1.4,2.3
1,9.75,-14.2,80.199997,1.8,2.6
1,9.833333333,-14.3,80,1.7,2.7
1,9.916666667,-14.3,80,1.9,2.5
1,10,-14.4,79.900002,1.8,2.9
1,10.08333333,-14.5,79.800003,2,2.7
1,10.16666667,-14.5,79.699997,1.8,2.8
1,10.25,-14.5,79.699997,1.7,2.9
1,10.33333333,-14.6,79.800003,2,2.6
1,10.41666667,-14.6,79.800003,1.7,2.9
1,10.5,-14.6,79.800003,1.6,2.5
1,10.58333333,-14.7,79.900002,1.6,2.9
1,10.66666667,-14.7,79.699997,1.8,2.8
1,10.75,-14.7,79.699997,2.4,3.1
1,10.83333333,-14.8,79.5,2.1,3
1,10.91666667,-14.8,79.599998,2.2,3
1,11,-14.9,79.599998,2.4,3.5
1,11.08333333,-14.9,79.5,1.9,2.7
1,11.16666667,-14.9,79.599998,2,3.1
1,11.25,-15,79.5,2.6,4
1,11.33333333,-15,79.400002,2.2,3.3
1,11.41666667,-15.1,79.400002,1.9,2.9
1,11.5,-15.1,79.300003,1.7,2.6
1,11.58333333,-15.2,79.400002,2.4,3.3
1,11.66666667,-15.2,79.300003,2.2,3.3
1,11.75,-15.2,79.400002,1.4,2.4
1,11.83333333,-15.2,79.400002,1.8,3
1,11.91666667,-15.3,79.400002,1.9,3.3
1,12,-15.3,79.400002,1.9,3.1
1,12.08333333,-15.3,79.199997,2,3
1,12.16666667,-15.4,79.199997,2,3.3
1,12.25,-15.4,79.199997,1.7,3
1,12.33333333,-15.5,79.199997,1.9,3.1
1,12.41666667,-15.5,79.099998,3,4.1
1,12.5,-15.5,79.099998,2.6,3.8
1,12.58333333,-15.6,79.099998,1.6,2.6
1,12.66666667,-15.6,79.099998,2.6,3.7
1,12.75,-15.6,79,2.8,3.7
1,12.83333333,-15.7,79,2.3,3.6
1,12.91666667,-15.7,79,2.4,3.5
1,13,-15.8,79,2.3,3.4
1,13.08333333,-15.8,79,2.4,3.3
1,13.16666667,-15.8,79.099998,2.4,3.4
1,13.25,-15.8,79.099998,2,3.1
1,13.33333333,-15.8,79.099998,2.3,3.2
1,13.41666667,-15.8,79,2.2,3.2
1,13.5,-15.8,79,2.5,3.6
1,13.58333333,-15.9,78.900002,2.1,3
1,13.66666667,-15.9,79,1.7,3
1,13.75,-15.9,79.199997,2,3.2
1,13.83333333,-15.9,78.699997,2.3,3.1
1,13.91666667,-16.1,78.599998,2.3,3.4
1,14,-16.1,78.5,2.3,3.2
1,14.08333333,-16.200001,78.5,2.2,2.9
1,14.16666667,-16.299999,78.5,2.2,3.1
1,14.25,-16.299999,78.5,1.6,2.4
1,14.33333333,-16.4,78.599998,2,2.7
1,14.41666667,-16.4,78.599998,1.6,3
1,14.5,-16.4,78.699997,0.9,1.6
1,14.58333333,-16.299999,78.900002,1.1,1.7
1,14.66666667,-16.299999,78.900002,1.4,2.4
1,14.75,-16.200001,78.800003,1.3,2
1,14.83333333,-16.200001,78.699997,1.3,1.8
1,14.91666667,-16.200001,78.800003,,
1,15,-16.1,79,,
1,15.08333333,-16,79.300003,,
1,15.16666667,-15.9,79.300003,0.8,1.8
1,15.25,-15.9,78.5,,
1,15.33333333,-15.9,78.900002,,
1,15.41666667,-15.8,78.5,0.7,1.2
1,15.5,-15.8,78.699997,0.4,1.1
1,15.58333333,-15.7,79.099998,,
1,15.66666667,-16.1,78,,
1,15.75,-16.200001,78.199997,1.2,2
1,15.83333333,-16,78.599998,1.2,2.4
1,15.91666667,-16,78.599998,1.1,2.1
1,16,-15.9,78.599998,1.6,2.2
1,16.08333333,-15.9,78.300003,1.6,2.8
1,16.16666667,-15.9,78.300003,1.6,2.8
1,16.25,-15.9,78.5,2.1,3.1
1,16.33333333,-15.9,78,2.2,3.2
1,16.41666667,-15.9,78,1.8,2.7
1,16.5,-16,78,1.6,2.5
1,16.58333333,-15.9,78.099998,1.2,1.9
1,16.66666667,-15.8,78.5,1,1.7
1,16.75,-15.7,78.800003,0.7,1.1
1,16.83333333,-15.4,79,1.2,1.9
1,16.91666667,-15.4,78.400002,1.2,2
1,17,-15.4,78.5,,
1,17.08333333,-15.2,79.199997,,
1,17.16666667,-15.3,77.800003,,
1,17.25,-15.2,78.300003,,
1,17.33333333,-15.2,78.599998,0.5,1.1
1,17.41666667,-14.9,79.599998,,
1,17.5,-14.6,79,0.6,1.5
1,17.58333333,-14.2,79.900002,0.7,1.5
1,17.66666667,-13.9,79.699997,0.9,1.9
1,17.75,-13.8,78.800003,1.6,2.3
1,17.83333333,-13.9,77.699997,1.3,2.2
1,17.91666667,-13.9,78.5,1.1,1.9
1,18,-13.6,78.699997,1.2,2.2
1,18.08333333,-13.5,78.599998,1,1.7
1,18.16666667,-13.2,78.199997,0.8,1.8
1,18.25,-13.1,78.5,1,2.1
1,18.33333333,-13,78.5,1,1.9
1,18.41666667,-12.9,77.599998,1.3,2.5
1,18.5,-12.9,77.800003,1.4,2.1
1,18.58333333,-12.8,78.099998,1.2,2
1,18.66666667,-12.6,78,1.2,2.2
1,18.75,-12.4,78.300003,0.8,1.6
1,18.83333333,-12.1,79.5,,
1,18.91666667,-11.9,78.300003,,
1,19,-11.9,78.599998,,
1,19.08333333,-11.7,78.699997,0.8,1.6
1,19.16666667,-11.5,78.199997,1.4,2.7
1,19.25,-12.5,75.800003,0.9,2
1,19.33333333,-12.2,77.300003,1,1.8
1,19.41666667,-12.1,77.800003,0.9,1.7
1,19.5,-12,78,1.2,2.3
1,19.58333333,-12.2,77.199997,1.1,2.6
1,19.66666667,-12.6,76.699997,0.8,2.4
1,19.75,-12.5,78.400002,1.4,2.4
1,19.83333333,-13.1,76.199997,1.4,2.3
1,19.91666667,-13.3,77.099998,1.9,3
1,20,-13.6,76.5,1.9,3.5
1,20.08333333,-13.6,77.199997,2.1,3.4
1,20.16666667,-13.9,76.300003,2.4,3.2
1,20.25,-14.1,76.5,2,3.3
1,20.33333333,-14.1,77.199997,1.7,2.9
1,20.41666667,-13.9,76.900002,2.2,3.4
1,20.5,-14.2,76.900002,1.9,3
1,20.58333333,-14.3,77.400002,1.5,2.2
1,20.66666667,-14.1,77.699997,1.1,2.5
1,20.75,-14,78.5,0.7,1.7
1,20.83333333,-13.3,79.800003,0.8,2
1,20.91666667,-12.9,79,1.3,2.2
1,21,-13.2,78.300003,0.8,1.9
1,21.08333333,-12.7,78.800003,0.7,2.1
1,21.16666667,-12.5,79.199997,1.2,2.4
1,21.25,-12.7,76.800003,1.3,2.3
1,21.33333333,-12.9,77.199997,1.6,2.5
1,21.41666667,-13.5,76.400002,0.8,1.6
1,21.5,-13.4,77.599998,0.5,1.2
1,21.58333333,-13,79.900002,0.7,1.7
1,21.66666667,-12.5,78.699997,0.9,2
1,21.75,-12.6,77.5,0.6,1.5
1,21.83333333,-12,80,0.7,1.9
1,21.91666667,-11.6,79.099998,0.4,1
1,22,-11.3,79.400002,0.7,1.9
1,22.08333333,-11.3,76.099998,0.7,1.2
1,22.16666667,-12,76.599998,0.7,1.8
1,22.25,-11.8,77.699997,0.9,1.8
1,22.33333333,-11.8,77.099998,1.1,1.9
1,22.41666667,-12.3,75.800003,1.3,1.8
1,22.5,-13.1,76.5,0.8,1.6
1,22.58333333,-12.9,78.5,1.1,2.3
1,22.66666667,-12.9,78.099998,1.2,1.8
1,22.75,-13.3,77.800003,0.8,2
1,22.83333333,-13.6,78.5,0.9,1.9
1,22.91666667,-13.7,79.599998,1.1,2.3
1,23,-13.7,79.099998,2.8,3.6
1,23.08333333,-14,78.699997,2.2,3.7
1,23.16666667,-14,80.400002,0.8,1.5
1,23.25,-13.9,80.800003,1.8,3.4
1,23.33333333,-13.9,80.400002,1.3,2.4
1,23.41666667,-14,80,2.1,2.9
1,23.5,-14,80.400002,1.5,2.1
1,23.58333333,-13.4,82.699997,1,2.2
1,23.66666667,-13,81.400002,0.9,1.8
1,23.75,-12.9,80.099998,0.7,1.7
1,23.83333333,-12.8,79.900002,0.7,2.4
1,23.91666667,-12.3,80.900002,1.7,2.7
2,0,-12.2,79.300003,1.1,2.2
2,0.083333333,-12.4,78.900002,0.6,1.5
2,0.166666667,-12.7,79.300003,0.8,2.2
2,0.25,-12.8,79.199997,1.6,3
2,0.333333333,-12.8,78.900002,2.4,3.2
2,0.416666667,-13.5,77.900002,1.9,2.7
2,0.5,-13.9,78.800003,0.8,1.7
2,0.583333333,-13.9,80,1.6,2.5
2,0.666666667,-13.5,80.199997,2,3
2,0.75,-13.5,79.900002,1.5,2.6
2,0.833333333,-13.3,80.199997,0.8,1.6
2,0.916666667,-12.9,80.699997,1.4,3.6
2,1,-12.8,81,1.5,3
2,1.083333333,-12.6,80.5,1.3,4.2
2,1.166666667,-12.7,79.699997,1.4,3.6
2,1.25,-12.9,79.5,1.5,3.5
2,1.333333333,-13,80.300003,2.4,5.2
2,1.416666667,-12.4,77.300003,1.5,3.3
2,1.5,-12.4,77.400002,5.9,11.9
2,1.583333333,-11,73.599998,6.6,13.8
2,1.666666667,-10.5,68.599998,10.8,16.799999
2,1.75,-10.2,63.400002,10.7,18
2,1.833333333,-10,58.299999,10.2,16.4
2,1.916666667,-9.9,56.299999,11,16.5
2,2,-9.8,54.400002,9.9,15.7
2,2.083333333,-9.7,52.599998,9.7,14.8
2,2.166666667,-9.7,52.299999,10.9,17.299999
2,2.25,-9.7,50.299999,11.1,18.200001
2,2.333333333,-9.6,49.299999,9.3,15.5
2,2.416666667,-9.6,49,10.9,18.200001
2,2.5,-9.5,49,11.8,17.9
2,2.583333333,-9.4,48.400002,10.1,16.5
2,2.666666667,-9.2,46.900002,9.4,15.8
2,2.75,-9.1,46.5,9.6,15
2,2.833333333,-9.3,46.599998,8.6,15.1
2,2.916666667,-9.2,45,6.5,11.8
2,3,-9.2,44.599998,8.3,14.7
2,3.083333333,-9,41.900002,8.1,14.8
2,3.166666667,-8.8,40.5,8.5,14.4
2,3.25,-8.7,39.700001,10.4,16.9
2,3.333333333,-8.6,38.299999,10.1,17.299999
2,3.416666667,-8.8,38.5,10.6,16.6
2,3.5,-8.7,38.400002,11.1,17.1
2,3.583333333,-8.8,38.5,11.5,18.1
2,3.666666667,-9,39.099998,12.5,19.6
2,3.75,-9.1,38.299999,11.9,19
2,3.833333333,-9.2,39.5,10.8,20.200001
2,3.916666667,-9.3,39.799999,11.8,20
2,4,-9.4,40,13,20.299999
2,4.083333333,-9.3,39.599998,14.8,23.200001
2,4.166666667,-9.2,38.299999,12.4,23.299999
2,4.25,-9.1,38.599998,13.8,21.700001
2,4.333333333,-8.9,37,13.9,21.9
2,4.416666667,-8.8,36.200001,13.1,19.700001
2,4.5,-8.6,36,13.5,19.700001
2,4.583333333,-8.5,35.299999,13.5,19
2,4.666666667,-8.5,35.400002,13.5,19.4
2,4.75,-8.8,35,12.9,20.799999
2,4.833333333,-8.7,34.900002,12.9,18.299999
2,4.916666667,-8.9,35.700001,12.4,19.9
2,5,-8.9,35.5,11.9,18.299999
2,5.083333333,-8.8,34.900002,12.5,20.799999
2,5.166666667,-8.7,34.900002,12.9,20.799999
2,5.25,-8.8,35.200001,12.9,21
2,5.333333333,-9.1,35.900002,12.6,21.700001
2,5.416666667,-9.2,36.5,12.6,19.9
2,5.5,-9.2,36.099998,13.2,20.299999
2,5.583333333,-9,35.700001,13.6,20.799999
2,5.666666667,-9,35.900002,14.4,21.200001
2,5.75,-8.9,35.5,13.2,20.6
2,5.833333333,-8.8,35.599998,14.6,22.4
2,5.916666667,-8.5,33.900002,13.6,22
2,6,-8.5,34.299999,14.1,24.1
2,6.083333333,-8.4,34.400002,15.3,22
2,6.166666667,-8.4,34.5,14.7,23.6
2,6.25,-8.3,34,12.5,20.799999
2,6.333333333,-8,33.099998,11.6,20.1
2,6.416666667,-7.9,32.900002,10.2,17.5
2,6.5,-7.6,32.5,10.1,20.1
2,6.583333333,-7.3,30.799999,7.5,18.6
2,6.666666667,-6.9,30,7.3,15.5
2,6.75,-6.7,29.5,8.3,18.6
2,6.833333333,-6.5,28.6,10.9,19.700001
2,6.916666667,-6.9,29.700001,10.5,16.4
2,7,-6.9,29.799999,10.5,19.200001
2,7.083333333,-6.9,29.799999,10.2,19.700001
2,7.166666667,-7.2,30.5,10.8,19.799999
2,7.25,-7,29.799999,9.7,21.299999
2,7.333333333,-6.8,30.799999,10.7,20.4
2,7.416666667,-6.6,30,9.3,16.299999
2,7.5,-6.6,30.1,9.3,21.200001
2,7.583333333,-6.7,30.700001,10.5,18.299999
2,7.666666667,-6.8,31.1,9.9,19.5
2,7.75,-6.8,31.5,10.5,21
2,7.833333333,-6.8,31.5,10.2,22.299999
2,7.916666667,-6.8,31.799999,11.5,19.6
2,8,-6.9,32,9.1,21
2,8.083333333,-6.8,32.099998,10,19
2,8.166666667,-6.8,32.099998,8.4,15.6
2,8.25,-6.6,31.700001,7.9,16.200001
2,8.333333333,-6.3,31.5,6.9,15.4
2,8.416666667,-5.9,31,7.1,15
2,8.5,-6,31.1,6.7,18.6
2,8.583333333,-5.8,30.9,6.8,17.4
2,8.666666667,-5,29.5,5.5,14.4
2,8.75,-5.1,29.299999,10.3,17.9
2,8.833333333,-5.6,30.6,8.8,19.1
2,8.916666667,-5.8,31,9.6,17.1
2,9,-5.8,31,10.9,20.200001
2,9.083333333,-5.8,31.5,12.3,21.5
2,9.166666667,-5.9,31.5,12.5,20.299999
2,9.25,-5.9,32.099998,13.1,22.200001
2,9.333333333,-6,32.099998,14,21.1
2,9.416666667,-5.8,31.9,14.1,21.799999
2,9.5,-5.6,31.799999,14.9,22.299999
2,9.583333333,-5.7,31.4,14.4,22.1
2,9.666666667,-5.6,31.5,13.5,23.1
2,9.75,-5.7,31.200001,15,22.700001
2,9.833333333,-5.6,31.4,16,23.4
2,9.916666667,-5.5,31,14.3,22.200001
2,10,-5.1,30.799999,14.3,23.6
2,10.08333333,-4.8,30.6,14.5,22.200001
2,10.16666667,-4.6,29.9,13.4,21.9
2,10.25,-4.5,29.9,15.4,23.9
2,10.33333333,-4.5,30.299999,14.5,22.6
2,10.41666667,-4.6,30.799999,13.8,20.1
2,10.5,-4.4,30.6,15,25.5
2,10.58333333,-3.9,29.700001,14.9,24.4
2,10.66666667,-4.1,30.700001,14.4,22.6
2,10.75,-4.4,31.299999,14.7,23.200001
2,10.83333333,-4.5,31.700001,15.6,24.6
2,10.91666667,-4.6,32.200001,16,24.700001
2,11,-4.7,32.700001,15.4,24.1
2,11.08333333,-4.7,32.900002,14.9,22.9
2,11.16666667,-4.6,33.799999,15.8,23.200001
2,11.25,-4.5,34,16.1,26.700001
2,11.33333333,-4.4,33.700001,16.200001,26
2,11.41666667,-4.5,34.200001,16.200001,26.200001
2,11.5,-4.6,34.5,16.299999,26.299999
2,11.58333333,-4.6,35.099998,16,25.200001
2,11.66666667,-4.5,35.700001,14.7,23.9
2,11.75,-4.5,35.799999,14.7,22.6
2,11.83333333,-4.5,35.700001,15.5,22.4
2,11.91666667,-4.4,35.599998,14.6,21.9
2,12,-4.2,35.799999,14.8,22.5
2,12.08333333,-4.1,35.5,13.7,20.9
2,12.16666667,-4.1,35.700001,12.7,19.700001
2,12.25,-3.7,35.299999,12.8,22
2,12.33333333,-3.3,34.700001,14,21.299999
2,12.41666667,-3.4,34.400002,14.2,23.6
2,12.5,-3.1,34,15.2,21.9
2,12.58333333,-3,33.299999,13.7,21.1
2,12.66666667,-3,33.200001,14,20.700001
2,12.75,-2.8,32.700001,13.1,20.6
2,12.83333333,-2.9,32.900002,11.9,19.6
2,12.91666667,-3.1,33.299999,12.8,23.4
2,13,-3.1,33.599998,12.6,21.1
2,13.08333333,-3.3,33.5,12.3,19.5
2,13.16666667,-3.2,33.200001,12.7,20.299999
2,13.25,-3.2,33.099998,14.2,25
2,13.33333333,-3.1,33.099998,13.4,21.200001
2,13.41666667,-3.3,33.299999,14,23.299999
2,13.5,-3.2,33.700001,14.7,24.1
2,13.58333333,-3,33.700001,12.8,23
2,13.66666667,-2.9,33.5,12.8,25
2,13.75,-3,33.599998,13.1,22.700001
2,13.83333333,-3,33.5,10.4,17.700001
2,13.91666667,-3.3,33.900002,11.3,21.200001
2,14,-3.5,34.400002,12.2,22.6
2,14.08333333,-3.6,35.599998,15.1,24.9
2,14.16666667,-3.6,35.299999,13.4,22.200001
2,14.25,-3.2,34.400002,12.2,20
2,14.33333333,-2.9,33.400002,12.2,21.200001
2,14.41666667,-2.2,31.700001,14.5,25.200001
2,14.5,-2.3,31.700001,11.5,22
2,14.58333333,-2,31.1,11.7,20.9
2,14.66666667,-1.5,29.9,11.2,20.799999
2,14.75,-2.5,31.5,14.8,24.200001
2,14.83333333,-2.7,32.299999,16.1,26.799999
2,14.91666667,-2.9,32.299999,15.5,24.200001
2,15,-2.8,32.5,14,22.299999
2,15.08333333,-2.8,32.5,12.8,21.6
2,15.16666667,-2.5,32.200001,13.7,21.799999
2,15.25,-2.4,31.700001,15,23.700001
2,15.33333333,-2.4,31.700001,12.4,20.6
2,15.41666667,-2.6,32.299999,11.3,24.200001
2,15.5,-2.3,32,13.4,20.6
2,15.58333333,-2,31.200001,11.6,18.6
2,15.66666667,-1.9,31,13.2,22.6
2,15.75,-1.8,30.9,13.9,22.799999
2,15.83333333,-1.5,30.299999,15,24.4
2,15.91666667,-1.5,30.200001,15.2,25.6
2,16,-1.4,29.6,16.200001,23.6
2,16.08333333,-1.4,29.9,14.3,22.200001
2,16.16666667,-1.2,29.799999,15.7,25.200001
2,16.25,-1.1,29.799999,12.6,21.299999
2,16.33333333,-0.8,29.299999,12.3,21.5
2,16.41666667,-0.6,28.9,11.1,20.6
2,16.5,-0.5,29.200001,12.5,20.1
2,16.58333333,-0.5,29.299999,11,20.6
2,16.66666667,-0.2,29.4,10.9,20.4
2,16.75,0,29,11,19.299999
2,16.83333333,0.3,28.6,10.3,16.9
2,16.91666667,0.4,28.6,11.9,18.799999
2,17,0.4,28.799999,11.1,18.6
2,17.08333333,0.5,28.9,11.2,17.700001
2,17.16666667,0.7,29.200001,10.5,15.7
2,17.25,0.9,28.799999,10.9,17.1
2,17.33333333,1.3,28.299999,10.1,16.299999
2,17.41666667,1.6,27.9,9.4,16.200001
2,17.5,1.7,28.200001,7.9,13.8
2,17.58333333,1.7,27.9,9.1,15.1
2,17.66666667,1.8,28.1,10.1,17.299999
2,17.75,2.1,26.5,10.2,16.700001
2,17.83333333,2.6,26.200001,10.1,18
2,17.91666667,2.8,25.700001,10.7,16.9
2,18,3,25.700001,10.1,19.200001
2,18.08333333,3,26,9.8,16
2,18.16666667,3,26.299999,10.6,16.5
2,18.25,3.1,26.1,9.4,16.5
2,18.33333333,3.3,26.200001,10.2,16.200001
2,18.41666667,3.5,25.799999,9.6,14.8
2,18.5,3.7,25.9,9.7,16.4
2,18.58333333,3.8,25.700001,10.9,17.1
2,18.66666667,3.8,25.200001,9.5,14.9
2,18.75,4,25.799999,9.8,16.5
2,18.83333333,4.1,24.700001,8.2,13.8
2,18.91666667,4.3,25.200001,8.9,14.7
2,19,4.4,25.5,7.6,14.7
2,19.08333333,4.7,24.6,7.9,14
2,19.16666667,4.7,24.6,8.7,14.9
2,19.25,4.8,24.6,9.1,13.9
2,19.33333333,4.9,24.5,6.8,11.7
2,19.41666667,5,24.5,6.7,10.4
2,19.5,5.1,25.4,6.7,10.5
2,19.58333333,5.2,24.799999,6.5,10.4
2,19.66666667,5.3,24.700001,7,12.2
2,19.75,5.4,24.299999,6.6,9.7
2,19.83333333,5.4,24.4,6,10.2
2,19.91666667,5.6,24.700001,6.6,10.6
2,20,5.7,23.799999,5.7,9.5
2,20.08333333,5.8,23.6,6.1,9.9
2,20.16666667,5.8,23.5,6.8,11.1
2,20.25,5.8,23.6,5.7,10.1
2,20.33333333,6,24.1,5.5,10.3
2,20.41666667,6.1,23.5,5.7,9.9
2,20.5,6.2,24.299999,4.6,8.2
2,20.58333333,6.4,23.299999,4.4,8.3
2,20.66666667,6.6,23.1,4.9,8.6
2,20.75,6.7,23.1,4.4,8.9
2,20.83333333,6.9,22.5,6.1,11
2,20.91666667,6.8,21.799999,6.1,10
2,21,6.7,22.1,7.5,11.9
2,21.08333333,6.5,21.700001,6.1,10.9
2,21.16666667,6.6,22.6,6.4,10.5
2,21.25,6.5,21.700001,5.7,9.4
2,21.33333333,6.6,23,6,10.2
2,21.41666667,6.7,21.9,6.3,9.8
2,21.5,6.8,21.299999,6.8,10.3
2,21.58333333,6.8,21.5,7.6,11.4
2,21.66666667,6.8,20.9,6.2,11.1
2,21.75,6.8,21.6,5.7,10.3
2,21.83333333,6.7,21.299999,6.7,12.7
2,21.91666667,6.6,21.4,6.9,12.8
2,22,6.5,21.700001,6.6,11.5
2,22.08333333,6.4,21.1,5,9.2
2,22.16666667,6.5,21.4,2.4,4.5
2,22.25,6.5,21.799999,2.7,6.3
2,22.33333333,6.1,21.700001,2.6,4.8
2,22.41666667,6.1,22.299999,2.7,5.5
2,22.5,6,21.799999,2.8,6.5
2,22.58333333,6,21.6,2.6,6.5
2,22.66666667,6,21.799999,1.8,4.2
2,22.75,6.1,21.5,3.2,7.2
2,22.83333333,6.3,21.299999,2.6,4.4
2,22.91666667,6.2,21.299999,1.9,3.1
2,23,6.3,21.6,2.2,4.5
2,23.08333333,6.1,23.1,2.2,4.5
2,23.16666667,5.7,22.6,2.5,4.5
2,23.25,5.8,21.4,2.4,4.4
2,23.33333333,5.9,22.1,1.9,4.4
2,23.41666667,5.6,22.799999,2.6,6
2,23.5,5.8,21.700001,2.6,6.6
2,23.58333333,5.9,20.799999,4.1,7.4
2,23.66666667,6.1,20.1,4,6.8
2,23.75,6.4,19.6,3.6,6.2
2,23.83333333,6.6,19.200001,2.6,5.5
2,23.91666667,6.3,18.9,1.6,3.5
3,0,6,21.4,2,3.4
3,0.083333333,5.4,22.5,2.5,4.8
3,0.166666667,4.9,25.299999,2.3,5.4
3,0.25,4,26.700001,3.4,6.7
3,0.333333333,4.1,25,4.7,6.8
3,0.416666667,5.6,23.299999,4.3,6.5
3,0.5,5.4,22.5,4.3,6.7
